ZONA METROPOLITANA,CONTROL,CICLO,PRIMER INGRESO
ZM DE PUERTO VALLARTA,PRIVADO,2017,1266
ZM DE PUERTO VALLARTA,PRIVADO,2018,1582
ZM DE PUERTO VALLARTA,PRIVADO,2019,1519
ZM DE PUERTO VALLARTA,PRIVADO,2020,1111
ZM DE PUERTO VALLARTA,PRIVADO,2021,1648
ZM DE PUERTO VALLARTA,PRIVADO,2022,1923
ZM DE PUERTO VALLARTA,PRIVADO,2023,1585
ZM DE PUERTO VALLARTA,PRIVADO,2024,1734
ZM DE PUERTO VALLARTA,PUBLICO,2014,2225
ZM DE PUERTO VALLARTA,PUBLICO,2015,2212
ZM DE PUERTO VALLARTA,PUBLICO,2016,2200
ZM DE PUERTO VALLARTA,PUBLICO,2017,2204
ZM DE PUERTO VALLARTA,PUBLICO,2018,2212
ZM DE PUERTO VALLARTA,PUBLICO,2019,2417
ZM DE PUERTO VALLARTA,PUBLICO,2020,2047
ZM DE PUERTO VALLARTA,PUBLICO,2021,1938
ZM DE PUERTO VALLARTA,PUBLICO,2022,2178
ZM DE PUERTO VALLARTA,PUBLICO,2023,2189
ZM DE PUERTO VALLARTA,PUBLICO,2024,2354
ZM DE QUERETARO,PRIVADO,2014,6134
ZM DE QUERETARO,PRIVADO,2015,7928
ZM DE QUERETARO,PRIVADO,2016,6935
ZM DE QUERETARO,PRIVADO,2017,7398
ZM DE QUERETARO,PRIVADO,2018,9057
ZM DE QUERETARO,PRIVADO,2019,11044
ZM DE QUERETARO,PRIVADO,2020,9194
ZM DE QUERETARO,PRIVADO,2021,11174
ZM DE QUERETARO,PRIVADO,2022,11278
ZM DE QUERETARO,PRIVADO,2023,11226
ZM DE QUERETARO,PRIVADO,2024,10989
ZM DE QUERETARO,PUBLICO,2014,6711
ZM DE QUERETARO,PUBLICO,2015,6681
ZM DE QUERETARO,PUBLICO,2016,6661
ZM DE QUERETARO,PUBLICO,2017,7016
ZM DE QUERETARO,PUBLICO,2018,6836
ZM DE QUERETARO,PUBLICO,2019,7565
ZM DE QUERETARO,PUBLICO,2020,8078
ZM DE QUERETARO,PUBLICO,2021,7467
ZM DE QUERETARO,PUBLICO,2022,7099
ZM DE QUERETARO,PUBLICO,2023,6923
ZM DE QUERETARO,PUBLICO,2024,7145
ZM DE REYNOSA,PRIVADO,2014,2624
ZM DE REYNOSA,PRIVADO,2015,2890
ZM DE REYNOSA,PRIVADO,2016,3189
ZM DE REYNOSA,PRIVADO,2017,4051
ZM DE REYNOSA,PRIVADO,2018,5189
ZM DE REYNOSA,PRIVADO,2019,6568
ZM DE REYNOSA,PRIVADO,2020,5505
ZM DE REYNOSA,PRIVADO,2021,6878
ZM DE REYNOSA,PRIVADO,2022,7246
ZM DE REYNOSA,PRIVADO,2023,7089
ZM DE REYNOSA,PRIVADO,2024,7343
ZM DE REYNOSA,PUBLICO,2014,2778
ZM DE REYNOSA,PUBLICO,2015,3191
ZM DE REYNOSA,PUBLICO,2016,3116
ZM DE REYNOSA,PUBLICO,2017,3098
ZM DE REYNOSA,PUBLICO,2018,3290
ZM DE REYNOSA,PUBLICO,2019,3403
ZM DE REYNOSA,PUBLICO,2020,2869
ZM DE REYNOSA,PUBLICO,2021,3476
ZM DE REYNOSA,PUBLICO,2022,3355
ZM DE REYNOSA,PUBLICO,2023,3694
ZM DE REYNOSA,PUBLICO,2024,3997
ZM DE RIOVERDE,PRIVADO,2014,325
ZM DE RIOVERDE,PRIVADO,2015,313
ZM DE RIOVERDE,PRIVADO,2016,314
ZM DE RIOVERDE,PRIVADO,2017,322
ZM DE RIOVERDE,PRIVADO,2018,350
ZM DE RIOVERDE,PRIVADO,2019,324
ZM DE RIOVERDE,PRIVADO,2020,350
ZM DE RIOVERDE,PRIVADO,2021,295
ZM DE RIOVERDE,PRIVADO,2022,342
ZM DE RIOVERDE,PRIVADO,2023,299
ZM DE RIOVERDE,PRIVADO,2024,270
ZM DE RIOVERDE,PUBLICO,2014,709
ZM DE RIOVERDE,PUBLICO,2015,719
ZM DE RIOVERDE,PUBLICO,2016,789
ZM DE RIOVERDE,PUBLICO,2017,862
ZM DE RIOVERDE,PUBLICO,2018,776
ZM DE RIOVERDE,PUBLICO,2019,861
ZM DE RIOVERDE,PUBLICO,2020,759
ZM DE RIOVERDE,PUBLICO,2021,623
ZM DE RIOVERDE,PUBLICO,2022,644
ZM DE RIOVERDE,PUBLICO,2023,694
ZM DE RIOVERDE,PUBLICO,2024,730
ZM DE SALTILLO,PRIVADO,2014,3928
ZM DE SALTILLO,PRIVADO,2015,4215
ZM DE SALTILLO,PRIVADO,2016,5638
ZM DE SALTILLO,PRIVADO,2017,5539
ZM DE SALTILLO,PRIVADO,2018,7385
ZM DE SALTILLO,PRIVADO,2019,8304
ZM DE SALTILLO,PRIVADO,2020,6858
ZM DE SALTILLO,PRIVADO,2021,10169
ZM DE SALTILLO,PRIVADO,2022,8466
ZM DE SALTILLO,PRIVADO,2023,10647
ZM DE SALTILLO,PRIVADO,2024,6429
ZM DE SALTILLO,PUBLICO,2014,4765
ZM DE SALTILLO,PUBLICO,2015,5955
ZM DE SALTILLO,PUBLICO,2016,5969
ZM DE SALTILLO,PUBLICO,2017,5499
ZM DE SALTILLO,PUBLICO,2018,5884
ZM DE SALTILLO,PUBLICO,2019,6837
ZM DE SALTILLO,PUBLICO,2020,6593
ZM DE SALTILLO,PUBLICO,2021,6456
ZM DE SALTILLO,PUBLICO,2022,6328
ZM DE SALTILLO,PUBLICO,2023,6886
ZM DE SALTILLO,PUBLICO,2024,6679
ZM DE SAN FRANCISCO DEL RINCON,PRIVADO,2014,243
ZM DE SAN FRANCISCO DEL RINCON,PRIVADO,2015,197
ZM DE SAN FRANCISCO DEL RINCON,PRIVADO,2016,358
ZM DE SAN FRANCISCO DEL RINCON,PRIVADO,2017,458
ZM DE SAN FRANCISCO DEL RINCON,PRIVADO,2018,513
ZM DE SAN FRANCISCO DEL RINCON,PRIVADO,2019,466
ZM DE SAN FRANCISCO DEL RINCON,PRIVADO,2020,312
ZM DE SAN FRANCISCO DEL RINCON,PRIVADO,2021,1023
ZM DE SAN FRANCISCO DEL RINCON,PRIVADO,2022,1328
ZM DE SAN FRANCISCO DEL RINCON,PRIVADO,2023,1250
ZM DE SAN FRANCISCO DEL RINCON,PRIVADO,2024,1428
ZM DE SAN FRANCISCO DEL RINCON,PUBLICO,2014,921
ZM DE SAN FRANCISCO DEL RINCON,PUBLICO,2015,482
ZM DE SAN FRANCISCO DEL RINCON,PUBLICO,2016,854
ZM DE SAN FRANCISCO DEL RINCON,PUBLICO,2017,1267
ZM DE SAN FRANCISCO DEL RINCON,PUBLICO,2018,1196
ZM DE SAN FRANCISCO DEL RINCON,PUBLICO,2019,2563
ZM DE SAN FRANCISCO DEL RINCON,PUBLICO,2020,2486
ZM DE SAN FRANCISCO DEL RINCON,PUBLICO,2021,2857
ZM DE SAN FRANCISCO DEL RINCON,PUBLICO,2022,2748
ZM DE SAN FRANCISCO DEL RINCON,PUBLICO,2023,2395
ZM DE SAN FRANCISCO DEL RINCON,PUBLICO,2024,2665
ZM DE SAN LUIS POTOSI,PRIVADO,2014,6768
ZM DE SAN LUIS POTOSI,PRIVADO,2015,7822
ZM DE SAN LUIS POTOSI,PRIVADO,2016,7276
ZM DE SAN LUIS POTOSI,PRIVADO,2017,8444
ZM DE SAN LUIS POTOSI,PRIVADO,2018,9951
ZM DE SAN LUIS POTOSI,PRIVADO,2019,9724
ZM DE SAN LUIS POTOSI,PRIVADO,2020,8857
ZM DE SAN LUIS POTOSI,PRIVADO,2021,11931
ZM DE SAN LUIS POTOSI,PRIVADO,2022,7382
ZM DE SAN LUIS POTOSI,PRIVADO,2023,5377
ZM DE SAN LUIS POTOSI,PRIVADO,2024,5929
ZM DE SAN LUIS POTOSI,PUBLICO,2014,9250
ZM DE SAN LUIS POTOSI,PUBLICO,2015,8973
ZM DE SAN LUIS POTOSI,PUBLICO,2016,9545
ZM DE SAN LUIS POTOSI,PUBLICO,2017,9767
ZM DE SAN LUIS POTOSI,PUBLICO,2018,9826
ZM DE SAN LUIS POTOSI,PUBLICO,2019,10830
ZM DE SAN LUIS POTOSI,PUBLICO,2020,9875
ZM DE SAN LUIS POTOSI,PUBLICO,2021,9469
ZM DE SAN LUIS POTOSI,PUBLICO,2022,9456
ZM DE SAN LUIS POTOSI,PUBLICO,2023,9690
ZM DE SAN LUIS POTOSI,PUBLICO,2024,10226
ZM DE TAMPICO,PRIVADO,2014,3847
ZM DE TAMPICO,PRIVADO,2015,3830
ZM DE TAMPICO,PRIVADO,2016,3755
ZM DE TAMPICO,PRIVADO,2017,3835
ZM DE TAMPICO,PRIVADO,2018,4561
ZM DE TAMPICO,PRIVADO,2019,4994
ZM DE TAMPICO,PRIVADO,2020,4756
ZM DE TAMPICO,PRIVADO,2021,5316
ZM DE TAMPICO,PRIVADO,2022,6557
ZM DE TAMPICO,PRIVADO,2023,6816
ZM DE TAMPICO,PRIVADO,2024,8371
ZM DE TAMPICO,PUBLICO,2014,4876
ZM DE TAMPICO,PUBLICO,2015,5467
ZM DE TAMPICO,PUBLICO,2016,5171
ZM DE TAMPICO,PUBLICO,2017,5950
ZM DE TAMPICO,PUBLICO,2018,6532
ZM DE TAMPICO,PUBLICO,2019,7038
ZM DE TAMPICO,PUBLICO,2020,5956
ZM DE TAMPICO,PUBLICO,2021,5920
ZM DE TAMPICO,PUBLICO,2022,5569
ZM DE TAMPICO,PUBLICO,2023,5649
ZM DE TAMPICO,PUBLICO,2024,6271
ZM DE TAPACHULA,PRIVADO,2014,3197
ZM DE TAPACHULA,PRIVADO,2015,3528
ZM DE TAPACHULA,PRIVADO,2016,4320
ZM DE TAPACHULA,PRIVADO,2017,3858
ZM DE TAPACHULA,PRIVADO,2018,3840
ZM DE TAPACHULA,PRIVADO,2019,3761
ZM DE TAPACHULA,PRIVADO,2020,2661
ZM DE TAPACHULA,PRIVADO,2021,4284
ZM DE TAPACHULA,PRIVADO,2022,3112
ZM DE TAPACHULA,PRIVADO,2023,2370
ZM DE TAPACHULA,PRIVADO,2024,2157
ZM DE TAPACHULA,PUBLICO,2014,1919
ZM DE TAPACHULA,PUBLICO,2015,2022
ZM DE TAPACHULA,PUBLICO,2016,2116
ZM DE TAPACHULA,PUBLICO,2017,2327
ZM DE TAPACHULA,PUBLICO,2018,2073
ZM DE TAPACHULA,PUBLICO,2019,2020
ZM DE TAPACHULA,PUBLICO,2020,2142
ZM DE TAPACHULA,PUBLICO,2021,2108
ZM DE TAPACHULA,PUBLICO,2022,2379
ZM DE TAPACHULA,PUBLICO,2023,2341
ZM DE TAPACHULA,PUBLICO,2024,2461
ZM DE TECOMAN,PRIVADO,2014,254
ZM DE TECOMAN,PRIVADO,2015,276
ZM DE TECOMAN,PRIVADO,2016,250
ZM DE TECOMAN,PRIVADO,2017,214
ZM DE TECOMAN,PRIVADO,2018,352
ZM DE TECOMAN,PRIVADO,2019,335
ZM DE TECOMAN,PRIVADO,2020,261
ZM DE TECOMAN,PRIVADO,2021,418
ZM DE TECOMAN,PRIVADO,2022,342
ZM DE TECOMAN,PRIVADO,2023,389
ZM DE TECOMAN,PRIVADO,2024,479
ZM DE TECOMAN,PUBLICO,2014,378
ZM DE TECOMAN,PUBLICO,2015,354
ZM DE TECOMAN,PUBLICO,2016,355
ZM DE TECOMAN,PUBLICO,2017,339
ZM DE TECOMAN,PUBLICO,2018,412
ZM DE TECOMAN,PUBLICO,2019,409
ZM DE TECOMAN,PUBLICO,2020,402
ZM DE TECOMAN,PUBLICO,2021,420
ZM DE TECOMAN,PUBLICO,2022,423
ZM DE TECOMAN,PUBLICO,2023,436
ZM DE TECOMAN,PUBLICO,2024,416
ZM DE TEHUACAN,PRIVADO,2014,2086
ZM DE TEHUACAN,PRIVADO,2015,2319
ZM DE TEHUACAN,PRIVADO,2016,2144
ZM DE TEHUACAN,PRIVADO,2017,2718
ZM DE TEHUACAN,PRIVADO,2018,3037
ZM DE TEHUACAN,PRIVADO,2019,2847
ZM DE TEHUACAN,PRIVADO,2020,1891
ZM DE TEHUACAN,PRIVADO,2021,2294
ZM DE TEHUACAN,PRIVADO,2022,2614
ZM DE TEHUACAN,PRIVADO,2023,2409
ZM DE TEHUACAN,PRIVADO,2024,2079
ZM DE TEHUACAN,PUBLICO,2014,2350
ZM DE TEHUACAN,PUBLICO,2015,2400
ZM DE TEHUACAN,PUBLICO,2016,2559
ZM DE TEHUACAN,PUBLICO,2017,2837
ZM DE TEHUACAN,PUBLICO,2018,3112
ZM DE TEHUACAN,PUBLICO,2019,3174
ZM DE TEHUACAN,PUBLICO,2020,3167
ZM DE TEHUACAN,PUBLICO,2021,3423
ZM DE TEHUACAN,PUBLICO,2022,3519
ZM DE TEHUACAN,PUBLICO,2023,3715
ZM DE TEHUACAN,PUBLICO,2024,3784
ZM DE TEHUANTEPEC,PRIVADO,2014,141
ZM DE TEHUANTEPEC,PRIVADO,2015,186
ZM DE TEHUANTEPEC,PRIVADO,2016,390
ZM DE TEHUANTEPEC,PRIVADO,2017,320
ZM DE TEHUANTEPEC,PRIVADO,2018,729
ZM DE TEHUANTEPEC,PRIVADO,2019,686
ZM DE TEHUANTEPEC,PRIVADO,2020,475
ZM DE TEHUANTEPEC,PRIVADO,2021,669
ZM DE TEHUANTEPEC,PRIVADO,2022,916
ZM DE TEHUANTEPEC,PRIVADO,2023,590
ZM DE TEHUANTEPEC,PRIVADO,2024,629
ZM DE TEHUANTEPEC,PUBLICO,2014,601
ZM DE TEHUANTEPEC,PUBLICO,2015,587
ZM DE TEHUANTEPEC,PUBLICO,2016,519
ZM DE TEHUANTEPEC,PUBLICO,2017,634
ZM DE TEHUANTEPEC,PUBLICO,2018,643
ZM DE TEHUANTEPEC,PUBLICO,2019,621
ZM DE TEHUANTEPEC,PUBLICO,2020,605
ZM DE TEHUANTEPEC,PUBLICO,2021,530
ZM DE TEHUANTEPEC,PUBLICO,2022,583
ZM DE TEHUANTEPEC,PUBLICO,2023,608
ZM DE TEHUANTEPEC,PUBLICO,2024,862
ZM DE TEPIC,PRIVADO,2014,3382
ZM DE TEPIC,PRIVADO,2015,3759
ZM DE TEPIC,PRIVADO,2016,4242
ZM DE TEPIC,PRIVADO,2017,4605
ZM DE TEPIC,PRIVADO,2018,4934
ZM DE TEPIC,PRIVADO,2019,5408
ZM DE TEPIC,PRIVADO,2020,4311
ZM DE TEPIC,PRIVADO,2021,5361
ZM DE TEPIC,PRIVADO,2022,5641
ZM DE TEPIC,PRIVADO,2023,4828
ZM DE TEPIC,PRIVADO,2024,4546
ZM DE TEPIC,PUBLICO,2014,6359
ZM DE TEPIC,PUBLICO,2015,5628
ZM DE TEPIC,PUBLICO,2016,6122
ZM DE TEPIC,PUBLICO,2017,6394
ZM DE TEPIC,PUBLICO,2018,5957
ZM DE TEPIC,PUBLICO,2019,6326
ZM DE TEPIC,PUBLICO,2020,5412
ZM DE TEPIC,PUBLICO,2021,6490
ZM DE TEPIC,PUBLICO,2022,6737
ZM DE TEPIC,PUBLICO,2023,6157
ZM DE TEPIC,PUBLICO,2024,6698
ZM DE TEZIUTLAN,PRIVADO,2014,787
ZM DE TEZIUTLAN,PRIVADO,2015,929
ZM DE TEZIUTLAN,PRIVADO,2016,987
ZM DE TEZIUTLAN,PRIVADO,2017,1179
ZM DE TEZIUTLAN,PRIVADO,2018,1361
ZM DE TEZIUTLAN,PRIVADO,2019,1571
ZM DE TEZIUTLAN,PRIVADO,2020,1278
ZM DE TEZIUTLAN,PRIVADO,2021,1733
ZM DE TEZIUTLAN,PRIVADO,2022,2254
ZM DE TEZIUTLAN,PRIVADO,2023,2358
ZM DE TEZIUTLAN,PRIVADO,2024,2008
ZM DE TEZIUTLAN,PUBLICO,2014,1406
ZM DE TEZIUTLAN,PUBLICO,2015,1353
ZM DE TEZIUTLAN,PUBLICO,2016,1479
ZM DE TEZIUTLAN,PUBLICO,2017,1498
ZM DE TEZIUTLAN,PUBLICO,2018,1552
ZM DE TEZIUTLAN,PUBLICO,2019,2065
ZM DE TEZIUTLAN,PUBLICO,2020,2085
ZM DE TEZIUTLAN,PUBLICO,2021,1854
ZM DE TEZIUTLAN,PUBLICO,2022,2371
ZM DE TEZIUTLAN,PUBLICO,2023,2212
ZM DE TEZIUTLAN,PUBLICO,2024,2014
ZM DE TIANGUISTENCO,PRIVADO,2014,260
ZM DE TIANGUISTENCO,PRIVADO,2015,394
ZM DE TIANGUISTENCO,PRIVADO,2016,399
ZM DE TIANGUISTENCO,PRIVADO,2017,576
ZM DE TIANGUISTENCO,PRIVADO,2018,637
ZM DE TIANGUISTENCO,PRIVADO,2019,522
ZM DE TIANGUISTENCO,PRIVADO,2020,434
ZM DE TIANGUISTENCO,PRIVADO,2021,633
ZM DE TIANGUISTENCO,PRIVADO,2022,1068
ZM DE TIANGUISTENCO,PRIVADO,2023,961
ZM DE TIANGUISTENCO,PRIVADO,2024,1058
ZM DE TIANGUISTENCO,PUBLICO,2014,854
ZM DE TIANGUISTENCO,PUBLICO,2015,1102
ZM DE TIANGUISTENCO,PUBLICO,2016,1116
ZM DE TIANGUISTENCO,PUBLICO,2017,1276
ZM DE TIANGUISTENCO,PUBLICO,2018,1535
ZM DE TIANGUISTENCO,PUBLICO,2019,1548
ZM DE TIANGUISTENCO,PUBLICO,2020,1258
ZM DE TIANGUISTENCO,PUBLICO,2021,1574
ZM DE TIANGUISTENCO,PUBLICO,2022,1782
ZM DE TIANGUISTENCO,PUBLICO,2023,1784
ZM DE TIANGUISTENCO,PUBLICO,2024,1581
ZM DE TIJUANA,PRIVADO,2014,4384
ZM DE TIJUANA,PRIVADO,2015,5824
ZM DE TIJUANA,PRIVADO,2016,6598
ZM DE TIJUANA,PRIVADO,2017,7235
ZM DE TIJUANA,PRIVADO,2018,9112
ZM DE TIJUANA,PRIVADO,2019,11882
ZM DE TIJUANA,PRIVADO,2020,8664
ZM DE TIJUANA,PRIVADO,2021,10709
ZM DE TIJUANA,PRIVADO,2022,10264
ZM DE TIJUANA,PRIVADO,2023,8265
ZM DE TIJUANA,PRIVADO,2024,9310
ZM DE TIJUANA,PUBLICO,2014,7041
ZM DE TIJUANA,PUBLICO,2015,7601
ZM DE TIJUANA,PUBLICO,2016,7120
ZM DE TIJUANA,PUBLICO,2017,8020
ZM DE TIJUANA,PUBLICO,2018,7740
ZM DE TIJUANA,PUBLICO,2019,8409
ZM DE TIJUANA,PUBLICO,2020,8344
ZM DE TIJUANA,PUBLICO,2021,8824
ZM DE TIJUANA,PUBLICO,2022,8562
ZM DE TIJUANA,PUBLICO,2023,8930
ZM DE TIJUANA,PUBLICO,2024,9709
ZM DE TLAXCALA-APIZACO,PRIVADO,2014,1212
ZM DE TLAXCALA-APIZACO,PRIVADO,2015,1145
ZM DE TLAXCALA-APIZACO,PRIVADO,2016,1211
ZM DE TLAXCALA-APIZACO,PRIVADO,2017,1262
ZM DE TLAXCALA-APIZACO,PRIVADO,2018,1317
ZM DE TLAXCALA-APIZACO,PRIVADO,2019,1415
ZM DE TLAXCALA-APIZACO,PRIVADO,2020,1126
ZM DE TLAXCALA-APIZACO,PRIVADO,2021,1202
ZM DE TLAXCALA-APIZACO,PRIVADO,2022,1606
ZM DE TLAXCALA-APIZACO,PRIVADO,2023,1537
ZM DE TLAXCALA-APIZACO,PRIVADO,2024,1335
ZM DE TLAXCALA-APIZACO,PUBLICO,2014,3696
ZM DE TLAXCALA-APIZACO,PUBLICO,2015,4428
ZM DE TLAXCALA-APIZACO,PUBLICO,2016,4181
ZM DE TLAXCALA-APIZACO,PUBLICO,2017,4234
ZM DE TLAXCALA-APIZACO,PUBLICO,2018,4065
ZM DE TLAXCALA-APIZACO,PUBLICO,2019,4663
ZM DE TLAXCALA-APIZACO,PUBLICO,2020,4133
ZM DE TLAXCALA-APIZACO,PUBLICO,2021,4423
ZM DE TLAXCALA-APIZACO,PUBLICO,2022,4631
ZM DE TLAXCALA-APIZACO,PUBLICO,2023,4395
ZM DE TLAXCALA-APIZACO,PUBLICO,2024,4274
ZM DE TOLUCA,PRIVADO,2014,12536
ZM DE TOLUCA,PRIVADO,2015,13266
ZM DE TOLUCA,PRIVADO,2016,14474
ZM DE TOLUCA,PRIVADO,2017,14594
ZM DE TOLUCA,PRIVADO,2018,14492
ZM DE TOLUCA,PRIVADO,2019,15265
ZM DE TOLUCA,PRIVADO,2020,11810
ZM DE TOLUCA,PRIVADO,2021,12753
ZM DE TOLUCA,PRIVADO,2022,16545
ZM DE TOLUCA,PRIVADO,2023,16788
ZM DE TOLUCA,PRIVADO,2024,14974
ZM DE TOLUCA,PUBLICO,2014,13831
ZM DE TOLUCA,PUBLICO,2015,14136
ZM DE TOLUCA,PUBLICO,2016,13889
ZM DE TOLUCA,PUBLICO,2017,13086
ZM DE TOLUCA,PUBLICO,2018,14541
ZM DE TOLUCA,PUBLICO,2019,15882
ZM DE TOLUCA,PUBLICO,2020,15233
ZM DE TOLUCA,PUBLICO,2021,15240
ZM DE TOLUCA,PUBLICO,2022,15428
ZM DE TOLUCA,PUBLICO,2023,16147
ZM DE TOLUCA,PUBLICO,2024,16824
ZM DE TULA,PRIVADO,2014,321
ZM DE TULA,PRIVADO,2015,372
ZM DE TULA,PRIVADO,2016,475
ZM DE TULA,PRIVADO,2017,527
ZM DE TULA,PRIVADO,2018,632
ZM DE TULA,PRIVADO,2019,544
ZM DE TULA,PRIVADO,2020,375
ZM DE TULA,PRIVADO,2021,365
ZM DE TULA,PRIVADO,2022,506
ZM DE TULA,PRIVADO,2023,407
ZM DE TULA,PRIVADO,2024,418
ZM DE TULA,PUBLICO,2014,1939
ZM DE TULA,PUBLICO,2015,2149
ZM DE TULA,PUBLICO,2016,1869
ZM DE TULA,PUBLICO,2017,2274
ZM DE TULA,PUBLICO,2018,2325
ZM DE TULA,PUBLICO,2019,2479
ZM DE TULA,PUBLICO,2020,2558
ZM DE TULA,PUBLICO,2021,2529
ZM DE TULA,PUBLICO,2022,2513
ZM DE TULA,PUBLICO,2023,2676
ZM DE TULA,PUBLICO,2024,2779
ZM DE TULANCINGO,PRIVADO,2014,671
ZM DE TULANCINGO,PRIVADO,2015,593
ZM DE TULANCINGO,PRIVADO,2016,975
ZM DE TULANCINGO,PRIVADO,2017,810
ZM DE TULANCINGO,PRIVADO,2018,743
ZM DE TULANCINGO,PRIVADO,2019,624
ZM DE TULANCINGO,PRIVADO,2020,484
ZM DE TULANCINGO,PRIVADO,2021,866
ZM DE TULANCINGO,PRIVADO,2022,770
ZM DE TULANCINGO,PRIVADO,2023,893
ZM DE TULANCINGO,PRIVADO,2024,1323
ZM DE TULANCINGO,PUBLICO,2014,1966
ZM DE TULANCINGO,PUBLICO,2015,2239
ZM DE TULANCINGO,PUBLICO,2016,2182
ZM DE TULANCINGO,PUBLICO,2017,2353
ZM DE TULANCINGO,PUBLICO,2018,2615
ZM DE TULANCINGO,PUBLICO,2019,2656
ZM DE TULANCINGO,PUBLICO,2020,2507
ZM DE TULANCINGO,PUBLICO,2021,2668
ZM DE TULANCINGO,PUBLICO,2022,2506
ZM DE TULANCINGO,PUBLICO,2023,2422
ZM DE TULANCINGO,PUBLICO,2024,2498
ZM DE TUXTLA GUTIERREZ,PRIVADO,2014,8346
ZM DE TUXTLA GUTIERREZ,PRIVADO,2015,9634
ZM DE TUXTLA GUTIERREZ,PRIVADO,2016,8633
ZM DE TUXTLA GUTIERREZ,PRIVADO,2017,10267
ZM DE TUXTLA GUTIERREZ,PRIVADO,2018,11620
ZM DE TUXTLA GUTIERREZ,PRIVADO,2019,8903
ZM DE TUXTLA GUTIERREZ,PRIVADO,2020,6252
ZM DE TUXTLA GUTIERREZ,PRIVADO,2021,9791
ZM DE TUXTLA GUTIERREZ,PRIVADO,2022,7488
ZM DE TUXTLA GUTIERREZ,PRIVADO,2023,7256
ZM DE TUXTLA GUTIERREZ,PRIVADO,2024,5099
ZM DE TUXTLA GUTIERREZ,PUBLICO,2014,5520
ZM DE TUXTLA GUTIERREZ,PUBLICO,2015,6107
ZM DE TUXTLA GUTIERREZ,PUBLICO,2016,5722
ZM DE TUXTLA GUTIERREZ,PUBLICO,2017,6767
ZM DE TUXTLA GUTIERREZ,PUBLICO,2018,6710
ZM DE TUXTLA GUTIERREZ,PUBLICO,2019,7152
ZM DE TUXTLA GUTIERREZ,PUBLICO,2020,7107
ZM DE TUXTLA GUTIERREZ,PUBLICO,2021,6397
ZM DE TUXTLA GUTIERREZ,PUBLICO,2022,6981
ZM DE TUXTLA GUTIERREZ,PUBLICO,2023,6676
ZM DE TUXTLA GUTIERREZ,PUBLICO,2024,6740
ZM DE VALLE DE MEXICO,NULL,2014,12
ZM DE VALLE DE MEXICO,NULL,2015,17
ZM DE VALLE DE MEXICO,NULL,2016,20
ZM DE VALLE DE MEXICO,NULL,2017,20
ZM DE VALLE DE MEXICO,PRIVADO,2014,80010
ZM DE VALLE DE MEXICO,PRIVADO,2015,83887
ZM DE VALLE DE MEXICO,PRIVADO,2016,95137
ZM DE VALLE DE MEXICO,PRIVADO,2017,103486
ZM DE VALLE DE MEXICO,PRIVADO,2018,108435
ZM DE VALLE DE MEXICO,PRIVADO,2019,111818
ZM DE VALLE DE MEXICO,PRIVADO,2020,94093
ZM DE VALLE DE MEXICO,PRIVADO,2021,111326
ZM DE VALLE DE MEXICO,PRIVADO,2022,134998
ZM DE VALLE DE MEXICO,PRIVADO,2023,139284
ZM DE VALLE DE MEXICO,PRIVADO,2024,134985
ZM DE VALLE DE MEXICO,PUBLICO,2014,128387
ZM DE VALLE DE MEXICO,PUBLICO,2015,147788
ZM DE VALLE DE MEXICO,PUBLICO,2016,160063
ZM DE VALLE DE MEXICO,PUBLICO,2017,140300
ZM DE VALLE DE MEXICO,PUBLICO,2018,162288
ZM DE VALLE DE MEXICO,PUBLICO,2019,157445
ZM DE VALLE DE MEXICO,PUBLICO,2020,161143
ZM DE VALLE DE MEXICO,PUBLICO,2021,135250
ZM DE VALLE DE MEXICO,PUBLICO,2022,138280
ZM DE VALLE DE MEXICO,PUBLICO,2023,143979
ZM DE VALLE DE MEXICO,PUBLICO,2024,150080
ZM DE VERACRUZ,PRIVADO,2014,4757
ZM DE VERACRUZ,PRIVADO,2015,5589
ZM DE VERACRUZ,PRIVADO,2016,6039
ZM DE VERACRUZ,PRIVADO,2017,6925
ZM DE VERACRUZ,PRIVADO,2018,8115
ZM DE VERACRUZ,PRIVADO,2019,8222
ZM DE VERACRUZ,PRIVADO,2020,4788
ZM DE VERACRUZ,PRIVADO,2021,6000
ZM DE VERACRUZ,PRIVADO,2022,7540
ZM DE VERACRUZ,PRIVADO,2023,7050
ZM DE VERACRUZ,PRIVADO,2024,6814
ZM DE VERACRUZ,PUBLICO,2014,6633
ZM DE VERACRUZ,PUBLICO,2015,6883
ZM DE VERACRUZ,PUBLICO,2016,6515
ZM DE VERACRUZ,PUBLICO,2017,6386
ZM DE VERACRUZ,PUBLICO,2018,6494
ZM DE VERACRUZ,PUBLICO,2019,6593
ZM DE VERACRUZ,PUBLICO,2020,6547
ZM DE VERACRUZ,PUBLICO,2021,6926
ZM DE VERACRUZ,PUBLICO,2022,6184
ZM DE VERACRUZ,PUBLICO,2023,6377
ZM DE VERACRUZ,PUBLICO,2024,6377
ZM DE VILLAHERMOSA,PRIVADO,2014,3344
ZM DE VILLAHERMOSA,PRIVADO,2015,3496
ZM DE VILLAHERMOSA,PRIVADO,2016,3743
ZM DE VILLAHERMOSA,PRIVADO,2017,3221
ZM DE VILLAHERMOSA,PRIVADO,2018,4173
ZM DE VILLAHERMOSA,PRIVADO,2019,5527
ZM DE VILLAHERMOSA,PRIVADO,2020,6582
